datetime,symbol,open,high,low,close,volume
2022-01-04 14:00:00,FX:EURUSD,1.12946,1.12964,1.12761,1.12761,9936.0
2022-01-04 15:00:00,FX:EURUSD,1.12761,1.12835,1.12723,1.12729,10513.0
2022-01-04 16:00:00,FX:EURUSD,1.12729,1.12899,1.12729,1.12799,11002.0
2022-01-04 17:00:00,FX:EURUSD,1.12799,1.12882,1.12775,1.12849,12991.0
2022-01-04 18:00:00,FX:EURUSD,1.12849,1.13226,1.12834,1.13091,20574.0
2022-01-04 19:00:00,FX:EURUSD,1.13091,1.13157,1.12855,1.12945,14419.0
2022-01-04 20:00:00,FX:EURUSD,1.12945,1.12961,1.12884,1.12938,4727.0
2022-01-04 21:00:00,FX:EURUSD,1.12938,1.12942,1.12794,1.12802,4012.0
2022-01-04 22:00:00,FX:EURUSD,1.12802,1.1293,1.1278,1.12878,5105.0
2022-01-04 23:00:00,FX:EURUSD,1.12878,1.12895,1.12808,1.12846,4094.0
2022-01-05 00:00:00,FX:EURUSD,1.12846,1.12877,1.12813,1.12866,1990.0
2022-01-05 01:00:00,FX:EURUSD,1.12866,1.12866,1.12818,1.12831,836.0
2022-01-05 02:00:00,FX:EURUSD,1.12831,1.12863,1.12807,1.12829,1498.0
2022-01-05 03:00:00,FX:EURUSD,1.12829,1.12856,1.1277,1.12772,2077.0
2022-01-05 04:00:00,FX:EURUSD,1.12772,1.12886,1.12772,1.12856,3654.0
2022-01-05 05:00:00,FX:EURUSD,1.12856,1.12942,1.1285,1.12921,3423.0
2022-01-05 06:00:00,FX:EURUSD,1.12921,1.12968,1.12913,1.12958,2043.0
2022-01-05 07:00:00,FX:EURUSD,1.12958,1.12959,1.12883,1.1288799999999999,2272.0
2022-01-05 08:00:00,FX:EURUSD,1.1288799999999999,1.12948,1.12873,1.12939,2124.0
2022-01-05 09:00:00,FX:EURUSD,1.12939,1.13013,1.12929,1.12958,2646.0
2022-01-05 10:00:00,FX:EURUSD,1.12958,1.13026,1.12947,1.12987,5731.0
2022-01-05 11:00:00,FX:EURUSD,1.12987,1.13111,1.1296599999999999,1.13028,10205.0
2022-01-05 12:00:00,FX:EURUSD,1.13028,1.13087,1.12998,1.13061,9333.0
2022-01-05 13:00:00,FX:EURUSD,1.13061,1.1314,1.13043,1.13081,9445.0
2022-01-05 14:00:00,FX:EURUSD,1.13081,1.13238,1.13065,1.13189,7982.0
2022-01-05 15:00:00,FX:EURUSD,1.13189,1.13262,1.13048,1.13078,9931.0
2022-01-05 16:00:00,FX:EURUSD,1.13078,1.13286,1.13031,1.13237,18563.0
2022-01-05 17:00:00,FX:EURUSD,1.13237,1.13387,1.1320999999999999,1.13358,12982.0
2022-01-05 18:00:00,FX:EURUSD,1.13358,1.1344,1.13323,1.13369,12984.0
2022-01-05 19:00:00,FX:EURUSD,1.13369,1.13395,1.13228,1.13342,8969.0
2022-01-05 20:00:00,FX:EURUSD,1.13342,1.13465,1.1333199999999999,1.13413,6733.0
2022-01-05 21:00:00,FX:EURUSD,1.13413,1.13447,1.13355,1.13372,3890.0
2022-01-05 22:00:00,FX:EURUSD,1.13372,1.13397,1.1308,1.13104,21778.0
2022-01-05 23:00:00,FX:EURUSD,1.13104,1.13131,1.13022,1.13111,8217.0
2022-01-06 00:00:00,FX:EURUSD,1.13111,1.13135,1.13078,1.13121,1803.0
2022-01-06 01:00:00,FX:EURUSD,1.13121,1.13128,1.1307,1.13089,5130.0
2022-01-06 02:00:00,FX:EURUSD,1.13089,1.13143,1.1308799999999999,1.13106,1306.0
2022-01-06 03:00:00,FX:EURUSD,1.13106,1.1313199999999999,1.13076,1.13081,2251.0
2022-01-06 04:00:00,FX:EURUSD,1.13081,1.13187,1.13049,1.1316599999999999,3877.0
2022-01-06 05:00:00,FX:EURUSD,1.1316599999999999,1.13205,1.1312,1.1319,3892.0
2022-01-06 06:00:00,FX:EURUSD,1.1319,1.1319,1.13085,1.13151,3360.0
2022-01-06 07:00:00,FX:EURUSD,1.13151,1.13164,1.13114,1.13123,3619.0
2022-01-06 08:00:00,FX:EURUSD,1.13123,1.13123,1.1307,1.1309,3005.0
2022-01-06 09:00:00,FX:EURUSD,1.1309,1.13093,1.12962,1.12972,4374.0
2022-01-06 10:00:00,FX:EURUSD,1.12972,1.12974,1.12847,1.12897,8876.0
2022-01-06 11:00:00,FX:EURUSD,1.12897,1.13095,1.12848,1.12938,11391.0
2022-01-06 12:00:00,FX:EURUSD,1.12938,1.13086,1.12885,1.13051,9140.0
2022-01-06 13:00:00,FX:EURUSD,1.13051,1.13268,1.13045,1.13122,10990.0
2022-01-06 14:00:00,FX:EURUSD,1.13122,1.13215,1.13021,1.13133,8443.0
2022-01-06 15:00:00,FX:EURUSD,1.13133,1.13183,1.13048,1.13133,9755.0
2022-01-06 16:00:00,FX:EURUSD,1.13133,1.132,1.13029,1.13121,13947.0
2022-01-06 17:00:00,FX:EURUSD,1.13121,1.13318,1.13062,1.13222,18146.0
2022-01-06 18:00:00,FX:EURUSD,1.13222,1.13296,1.12927,1.12958,22108.0
2022-01-06 19:00:00,FX:EURUSD,1.12958,1.13092,1.129,1.1307099999999999,11816.0
2022-01-06 20:00:00,FX:EURUSD,1.1307099999999999,1.13092,1.12934,1.12959,6637.0
2022-01-06 21:00:00,FX:EURUSD,1.12959,1.12978,1.12881,1.12918,4740.0
2022-01-06 22:00:00,FX:EURUSD,1.12918,1.12997,1.12865,1.12869,4420.0
2022-01-06 23:00:00,FX:EURUSD,1.12869,1.12941,1.12861,1.12912,3718.0
2022-01-07 00:00:00,FX:EURUSD,1.12912,1.12998,1.12873,1.1294899999999999,2317.0
2022-01-07 01:00:00,FX:EURUSD,1.1294899999999999,1.12968,1.12917,1.12948,766.0
2022-01-07 02:00:00,FX:EURUSD,1.12948,1.12982,1.12938,1.12948,2040.0
2022-01-07 03:00:00,FX:EURUSD,1.12948,1.12978,1.129,1.12959,2462.0
2022-01-07 04:00:00,FX:EURUSD,1.12959,1.13009,1.12959,1.13008,2935.0
2022-01-07 05:00:00,FX:EURUSD,1.13008,1.13019,1.12952,1.12956,2988.0
2022-01-07 06:00:00,FX:EURUSD,1.12956,1.13018,1.12956,1.12991,1774.0
2022-01-07 07:00:00,FX:EURUSD,1.12991,1.13034,1.1298,1.13008,1590.0
2022-01-07 08:00:00,FX:EURUSD,1.13008,1.13034,1.12999,1.13021,1977.0
2022-01-07 09:00:00,FX:EURUSD,1.13021,1.13033,1.12983,1.12992,2166.0
2022-01-07 10:00:00,FX:EURUSD,1.12992,1.13062,1.12981,1.13056,5106.0
2022-01-07 11:00:00,FX:EURUSD,1.13056,1.13153,1.13016,1.13121,8248.0
2022-01-07 12:00:00,FX:EURUSD,1.13121,1.13175,1.13096,1.13148,7259.0
2022-01-07 13:00:00,FX:EURUSD,1.13148,1.1319299999999999,1.13035,1.13061,6217.0
2022-01-07 14:00:00,FX:EURUSD,1.13061,1.13083,1.1300999999999999,1.13045,5574.0
2022-01-07 15:00:00,FX:EURUSD,1.13045,1.13051,1.12961,1.12974,6076.0
2022-01-07 16:00:00,FX:EURUSD,1.12974,1.13224,1.12923,1.13016,28645.0
2022-01-07 17:00:00,FX:EURUSD,1.13016,1.13346,1.12988,1.13302,21897.0
2022-01-07 18:00:00,FX:EURUSD,1.13302,1.13492,1.13295,1.13472,17717.0
2022-01-07 19:00:00,FX:EURUSD,1.13472,1.1357,1.1337599999999999,1.13564,11527.0
2022-01-07 20:00:00,FX:EURUSD,1.13564,1.13587,1.13493,1.13567,5822.0
2022-01-07 21:00:00,FX:EURUSD,1.13567,1.13621,1.13548,1.13574,3547.0
2022-01-07 22:00:00,FX:EURUSD,1.13574,1.13648,1.13566,1.13628,2784.0
2022-01-07 23:00:00,FX:EURUSD,1.13628,1.1364,1.13573,1.13614,2669.0
2022-01-08 00:00:00,FX:EURUSD,1.13614,1.13619,1.13584,1.13609,1749.0
2022-01-10 01:00:00,FX:EURUSD,1.13518,1.13602,1.13518,1.13552,3495.0
2022-01-10 02:00:00,FX:EURUSD,1.13552,1.13603,1.13495,1.13536,3739.0
2022-01-10 03:00:00,FX:EURUSD,1.13536,1.13581,1.1351499999999999,1.13551,2076.0
2022-01-10 04:00:00,FX:EURUSD,1.13551,1.13565,1.13498,1.13503,2531.0
2022-01-10 05:00:00,FX:EURUSD,1.13503,1.13519,1.13392,1.13396,2582.0
2022-01-10 06:00:00,FX:EURUSD,1.13396,1.13398,1.13337,1.13375,2307.0
2022-01-10 07:00:00,FX:EURUSD,1.13375,1.13407,1.13333,1.13342,1645.0
2022-01-10 08:00:00,FX:EURUSD,1.13342,1.13354,1.1332,1.1334899999999999,1383.0
2022-01-10 09:00:00,FX:EURUSD,1.1334899999999999,1.13353,1.13264,1.13335,2395.0
2022-01-10 10:00:00,FX:EURUSD,1.13335,1.13363,1.1327,1.1329,7336.0
2022-01-10 11:00:00,FX:EURUSD,1.1329,1.13361,1.13207,1.13355,13441.0
2022-01-10 12:00:00,FX:EURUSD,1.13355,1.13445,1.13257,1.13264,9471.0
2022-01-10 13:00:00,FX:EURUSD,1.13264,1.13344,1.13226,1.13297,8761.0
2022-01-10 14:00:00,FX:EURUSD,1.13297,1.13363,1.13222,1.1325399999999999,8479.0
2022-01-10 15:00:00,FX:EURUSD,1.1325399999999999,1.13295,1.13118,1.13161,10703.0
2022-01-10 16:00:00,FX:EURUSD,1.13161,1.13243,1.1295,1.1297,16314.0
2022-01-10 17:00:00,FX:EURUSD,1.1297,1.1298,1.1285,1.12973,16316.0
2022-01-10 18:00:00,FX:EURUSD,1.12973,1.13273,1.12926,1.13187,17427.0
2022-01-10 19:00:00,FX:EURUSD,1.13187,1.1328799999999999,1.13161,1.13275,11429.0
2022-01-10 20:00:00,FX:EURUSD,1.13275,1.13348,1.13275,1.13287,6144.0
2022-01-10 21:00:00,FX:EURUSD,1.13287,1.13313,1.1320999999999999,1.13222,5605.0
2022-01-10 22:00:00,FX:EURUSD,1.13222,1.1327,1.13201,1.13233,4672.0
2022-01-10 23:00:00,FX:EURUSD,1.13233,1.13301,1.13221,1.13262,5211.0
2022-01-11 00:00:00,FX:EURUSD,1.13262,1.13302,1.13249,1.13249,1991.0
2022-01-11 01:00:00,FX:EURUSD,1.13249,1.13281,1.13206,1.13256,1750.0
2022-01-11 02:00:00,FX:EURUSD,1.13256,1.13327,1.13256,1.13301,1459.0
2022-01-11 03:00:00,FX:EURUSD,1.13301,1.13348,1.13285,1.1333,2610.0
2022-01-11 04:00:00,FX:EURUSD,1.1333,1.13418,1.13323,1.13364,4642.0
2022-01-11 05:00:00,FX:EURUSD,1.13364,1.1343699999999999,1.13345,1.1338,2794.0
2022-01-11 06:00:00,FX:EURUSD,1.1338,1.13426,1.1337,1.13415,2971.0
2022-01-11 07:00:00,FX:EURUSD,1.13415,1.13416,1.13377,1.13409,1941.0
2022-01-11 08:00:00,FX:EURUSD,1.13409,1.13442,1.13384,1.13389,2528.0
2022-01-11 09:00:00,FX:EURUSD,1.13389,1.13435,1.1331499999999999,1.13362,3925.0
2022-01-11 10:00:00,FX:EURUSD,1.13362,1.13447,1.13348,1.13415,8060.0
2022-01-11 11:00:00,FX:EURUSD,1.13415,1.13517,1.13392,1.13492,10943.0
2022-01-11 12:00:00,FX:EURUSD,1.13492,1.13518,1.13287,1.1333199999999999,10289.0
2022-01-11 13:00:00,FX:EURUSD,1.1333199999999999,1.13389,1.13262,1.13303,8345.0
2022-01-11 14:00:00,FX:EURUSD,1.13303,1.13436,1.13259,1.13388,8073.0
2022-01-11 15:00:00,FX:EURUSD,1.13388,1.13422,1.13305,1.13312,9996.0
2022-01-11 16:00:00,FX:EURUSD,1.13312,1.13386,1.1323,1.13259,11366.0
2022-01-11 17:00:00,FX:EURUSD,1.13259,1.13304,1.13128,1.13234,14799.0
2022-01-11 18:00:00,FX:EURUSD,1.13234,1.13453,1.13228,1.13402,15041.0
2022-01-11 19:00:00,FX:EURUSD,1.13402,1.13687,1.13401,1.13619,12706.0
2022-01-11 20:00:00,FX:EURUSD,1.13619,1.13633,1.13529,1.13542,6119.0
2022-01-11 21:00:00,FX:EURUSD,1.13542,1.13685,1.1352,1.13667,5245.0
2022-01-11 22:00:00,FX:EURUSD,1.13667,1.13754,1.13627,1.13669,5344.0
2022-01-11 23:00:00,FX:EURUSD,1.13669,1.13695,1.13641,1.13657,4738.0
2022-01-12 00:00:00,FX:EURUSD,1.13657,1.13695,1.13651,1.13661,1816.0
2022-01-12 01:00:00,FX:EURUSD,1.13661,1.13685,1.13618,1.13673,612.0
2022-01-12 02:00:00,FX:EURUSD,1.13673,1.1371,1.13656,1.13658,2129.0
2022-01-12 03:00:00,FX:EURUSD,1.13658,1.13735,1.13658,1.13709,2302.0
2022-01-12 04:00:00,FX:EURUSD,1.13709,1.13721,1.13642,1.13701,3116.0
2022-01-12 05:00:00,FX:EURUSD,1.13701,1.13736,1.13679,1.13719,2417.0
2022-01-12 06:00:00,FX:EURUSD,1.13719,1.13756,1.13714,1.13747,2022.0
2022-01-12 07:00:00,FX:EURUSD,1.13747,1.13751,1.13726,1.13728,1565.0
2022-01-12 08:00:00,FX:EURUSD,1.13728,1.1378,1.13726,1.13733,2449.0
2022-01-12 09:00:00,FX:EURUSD,1.13733,1.13751,1.13642,1.13642,2498.0
2022-01-12 10:00:00,FX:EURUSD,1.13642,1.13675,1.13552,1.13583,6026.0
2022-01-12 11:00:00,FX:EURUSD,1.13583,1.13691,1.1355,1.13669,8724.0
2022-01-12 12:00:00,FX:EURUSD,1.13669,1.13735,1.13622,1.1367099999999999,7817.0
2022-01-12 13:00:00,FX:EURUSD,1.1367099999999999,1.13682,1.13546,1.13573,7154.0
2022-01-12 14:00:00,FX:EURUSD,1.13573,1.13652,1.13563,1.13616,6274.0
2022-01-12 15:00:00,FX:EURUSD,1.13616,1.13669,1.13598,1.13635,8076.0
2022-01-12 16:00:00,FX:EURUSD,1.13635,1.14152,1.13607,1.1409799999999999,25970.0
2022-01-12 17:00:00,FX:EURUSD,1.1409799999999999,1.14182,1.13946,1.14157,19163.0
2022-01-12 18:00:00,FX:EURUSD,1.14157,1.14251,1.14122,1.14208,19431.0
2022-01-12 19:00:00,FX:EURUSD,1.14208,1.1432,1.14188,1.14313,12546.0
2022-01-12 20:00:00,FX:EURUSD,1.14313,1.14453,1.14286,1.14439,7270.0
2022-01-12 21:00:00,FX:EURUSD,1.14439,1.14452,1.14384,1.14388,5601.0
2022-01-12 22:00:00,FX:EURUSD,1.14388,1.14527,1.14382,1.14501,6480.0
2022-01-12 23:00:00,FX:EURUSD,1.14501,1.1451,1.14442,1.14499,4944.0
2022-01-13 00:00:00,FX:EURUSD,1.14499,1.14504,1.14397,1.14415,2425.0
2022-01-13 01:00:00,FX:EURUSD,1.14415,1.14418,1.14398,1.14405,532.0
2022-01-13 02:00:00,FX:EURUSD,1.14405,1.14449,1.14393,1.14393,1675.0
2022-01-13 03:00:00,FX:EURUSD,1.14393,1.14482,1.14393,1.14412,3300.0
2022-01-13 04:00:00,FX:EURUSD,1.14412,1.1445,1.1435899999999999,1.1439,3911.0
2022-01-13 05:00:00,FX:EURUSD,1.1439,1.14459,1.14382,1.1441999999999999,2874.0
2022-01-13 06:00:00,FX:EURUSD,1.1441999999999999,1.14434,1.14357,1.14422,3014.0
2022-01-13 07:00:00,FX:EURUSD,1.14422,1.14474,1.14422,1.14424,2070.0
2022-01-13 08:00:00,FX:EURUSD,1.14424,1.14462,1.14405,1.14412,2156.0
2022-01-13 09:00:00,FX:EURUSD,1.14412,1.1443,1.14385,1.14386,3071.0
2022-01-13 10:00:00,FX:EURUSD,1.14386,1.14666,1.14385,1.1464699999999999,8728.0
2022-01-13 11:00:00,FX:EURUSD,1.1464699999999999,1.14783,1.14622,1.14663,11252.0
2022-01-13 12:00:00,FX:EURUSD,1.14663,1.1475,1.14583,1.14714,9651.0
2022-01-13 13:00:00,FX:EURUSD,1.14714,1.14776,1.14574,1.14607,9919.0
2022-01-13 14:00:00,FX:EURUSD,1.14607,1.14697,1.14585,1.14625,8210.0
2022-01-13 15:00:00,FX:EURUSD,1.14625,1.1469799999999999,1.14531,1.1458599999999999,9846.0
2022-01-13 16:00:00,FX:EURUSD,1.1458599999999999,1.1472,1.14579,1.1472,14469.0
2022-01-13 17:00:00,FX:EURUSD,1.1472,1.14816,1.14682,1.14738,14057.0
2022-01-13 18:00:00,FX:EURUSD,1.14738,1.14775,1.14471,1.14607,18296.0
2022-01-13 19:00:00,FX:EURUSD,1.14607,1.14719,1.14568,1.14653,11809.0
2022-01-13 20:00:00,FX:EURUSD,1.14653,1.14673,1.1455,1.14612,7907.0
2022-01-13 21:00:00,FX:EURUSD,1.14612,1.1466399999999999,1.14577,1.1458599999999999,5738.0
2022-01-13 22:00:00,FX:EURUSD,1.1458599999999999,1.14653,1.14575,1.14617,5337.0
2022-01-13 23:00:00,FX:EURUSD,1.14617,1.14623,1.14509,1.14522,5288.0
2022-01-14 00:00:00,FX:EURUSD,1.14522,1.14556,1.1451,1.14547,1705.0
2022-01-14 01:00:00,FX:EURUSD,1.14547,1.14567,1.14537,1.14549,1864.0
2022-01-14 02:00:00,FX:EURUSD,1.14549,1.14594,1.14543,1.14566,1556.0
2022-01-14 03:00:00,FX:EURUSD,1.14566,1.14587,1.14513,1.14564,3757.0
2022-01-14 04:00:00,FX:EURUSD,1.14564,1.14682,1.14562,1.14661,6140.0
2022-01-14 05:00:00,FX:EURUSD,1.14661,1.14713,1.14625,1.14712,5629.0
2022-01-14 06:00:00,FX:EURUSD,1.14712,1.14757,1.14689,1.14738,3909.0
2022-01-14 07:00:00,FX:EURUSD,1.14738,1.14766,1.14711,1.14737,2778.0
2022-01-14 08:00:00,FX:EURUSD,1.14737,1.14828,1.14736,1.14789,3638.0
2022-01-14 09:00:00,FX:EURUSD,1.14789,1.14806,1.14692,1.1469799999999999,4775.0
2022-01-14 10:00:00,FX:EURUSD,1.1469799999999999,1.14722,1.1460299999999999,1.14659,8931.0
2022-01-14 11:00:00,FX:EURUSD,1.14659,1.14747,1.14623,1.14682,11783.0
2022-01-14 12:00:00,FX:EURUSD,1.14682,1.14689,1.14572,1.14582,9887.0
2022-01-14 13:00:00,FX:EURUSD,1.14582,1.1461,1.1454,1.14567,6571.0
2022-01-14 14:00:00,FX:EURUSD,1.14567,1.14592,1.14485,1.14519,6769.0
2022-01-14 15:00:00,FX:EURUSD,1.14519,1.14563,1.14419,1.1443699999999999,10479.0
2022-01-14 16:00:00,FX:EURUSD,1.1443699999999999,1.14552,1.14332,1.14382,19502.0
2022-01-14 17:00:00,FX:EURUSD,1.14382,1.14499,1.14301,1.14419,22271.0
2022-01-14 18:00:00,FX:EURUSD,1.14419,1.14423,1.14238,1.14334,21340.0
2022-01-14 19:00:00,FX:EURUSD,1.14334,1.14358,1.1409,1.1414199999999999,12470.0
2022-01-14 20:00:00,FX:EURUSD,1.1414199999999999,1.1414199999999999,1.13985,1.14021,8061.0
2022-01-14 21:00:00,FX:EURUSD,1.14021,1.14114,1.14012,1.1409799999999999,4305.0
2022-01-14 22:00:00,FX:EURUSD,1.1409799999999999,1.14177,1.14069,1.14154,3745.0
2022-01-14 23:00:00,FX:EURUSD,1.14154,1.14179,1.14131,1.14146,3218.0
2022-01-15 00:00:00,FX:EURUSD,1.14146,1.14166,1.14122,1.14149,2850.0
2022-01-17 01:00:00,FX:EURUSD,1.14118,1.14169,1.14117,1.14149,293.0
2022-01-17 02:00:00,FX:EURUSD,1.14149,1.14156,1.14055,1.14113,3525.0
2022-01-17 03:00:00,FX:EURUSD,1.14113,1.14118,1.14034,1.14076,3219.0
2022-01-17 04:00:00,FX:EURUSD,1.14076,1.14086,1.14002,1.14047,4490.0
2022-01-17 05:00:00,FX:EURUSD,1.14047,1.14178,1.14038,1.1415899999999999,3239.0
2022-01-17 06:00:00,FX:EURUSD,1.1415899999999999,1.14198,1.14143,1.14183,1960.0
2022-01-17 07:00:00,FX:EURUSD,1.14183,1.14213,1.14163,1.1419,1786.0
2022-01-17 08:00:00,FX:EURUSD,1.1419,1.14225,1.14165,1.1419,2264.0
2022-01-17 09:00:00,FX:EURUSD,1.1419,1.14207,1.14119,1.14127,2451.0
2022-01-17 10:00:00,FX:EURUSD,1.14127,1.1428,1.14125,1.14251,5499.0
2022-01-17 11:00:00,FX:EURUSD,1.14251,1.14343,1.14216,1.14283,7439.0
2022-01-17 12:00:00,FX:EURUSD,1.14283,1.1433,1.1417,1.14238,7642.0
2022-01-17 13:00:00,FX:EURUSD,1.14238,1.14255,1.14148,1.14201,5009.0
2022-01-17 14:00:00,FX:EURUSD,1.14201,1.14266,1.14063,1.1414199999999999,7496.0
2022-01-17 15:00:00,FX:EURUSD,1.1414199999999999,1.14165,1.13952,1.13963,7836.0
2022-01-17 16:00:00,FX:EURUSD,1.13963,1.14062,1.13918,1.14015,9171.0
2022-01-17 17:00:00,FX:EURUSD,1.14015,1.14147,1.13955,1.1411499999999999,8793.0
2022-01-17 18:00:00,FX:EURUSD,1.1411499999999999,1.14118,1.13969,1.1404,8890.0
2022-01-17 19:00:00,FX:EURUSD,1.1404,1.1409799999999999,1.14007,1.14097,5493.0
2022-01-17 20:00:00,FX:EURUSD,1.14097,1.1415899999999999,1.14086,1.14118,3733.0
2022-01-17 21:00:00,FX:EURUSD,1.14118,1.14135,1.14079,1.14079,630.0
2022-01-17 22:00:00,FX:EURUSD,1.14079,1.1408,1.14046,1.14048,527.0
2022-01-17 23:00:00,FX:EURUSD,1.14048,1.14095,1.14047,1.14067,450.0
2022-01-18 00:00:00,FX:EURUSD,1.14067,1.1408,1.1403,1.1403,696.0
2022-01-18 01:00:00,FX:EURUSD,1.1403,1.14082,1.1403,1.14069,1264.0
2022-01-18 02:00:00,FX:EURUSD,1.14069,1.14101,1.1405,1.14101,1108.0
2022-01-18 03:00:00,FX:EURUSD,1.14101,1.1419,1.14077,1.14188,2538.0
2022-01-18 04:00:00,FX:EURUSD,1.14188,1.14207,1.14155,1.14189,3866.0
2022-01-18 05:00:00,FX:EURUSD,1.14189,1.14212,1.1414,1.14186,5116.0
2022-01-18 06:00:00,FX:EURUSD,1.14186,1.14215,1.13851,1.13925,9785.0
2022-01-18 07:00:00,FX:EURUSD,1.13925,1.14021,1.13912,1.14015,7233.0
2022-01-18 08:00:00,FX:EURUSD,1.14015,1.14016,1.13924,1.1397,5015.0
2022-01-18 09:00:00,FX:EURUSD,1.1397,1.14045,1.13937,1.14012,5603.0
2022-01-18 10:00:00,FX:EURUSD,1.14012,1.14047,1.13921,1.13972,13372.0
2022-01-18 11:00:00,FX:EURUSD,1.13972,1.14057,1.1387,1.13947,16804.0
2022-01-18 12:00:00,FX:EURUSD,1.13947,1.14013,1.13858,1.13948,13758.0
2022-01-18 13:00:00,FX:EURUSD,1.13948,1.13995,1.139,1.13901,8783.0
2022-01-18 14:00:00,FX:EURUSD,1.13901,1.13922,1.13832,1.13867,8553.0
2022-01-18 15:00:00,FX:EURUSD,1.13867,1.13919,1.13812,1.13818,10991.0
2022-01-18 16:00:00,FX:EURUSD,1.13818,1.13829,1.13628,1.13782,16964.0
2022-01-18 17:00:00,FX:EURUSD,1.13782,1.13787,1.13565,1.1367,18708.0
2022-01-18 18:00:00,FX:EURUSD,1.1367,1.13672,1.13432,1.13432,19482.0
2022-01-18 19:00:00,FX:EURUSD,1.13432,1.13442,1.13263,1.13343,12822.0
2022-01-18 20:00:00,FX:EURUSD,1.13343,1.13354,1.13204,1.13226,9187.0
2022-01-18 21:00:00,FX:EURUSD,1.13226,1.13303,1.13189,1.13272,6907.0
2022-01-18 22:00:00,FX:EURUSD,1.13272,1.13346,1.1325399999999999,1.1327,7493.0
2022-01-18 23:00:00,FX:EURUSD,1.1327,1.13324,1.13146,1.13174,5837.0
2022-01-19 00:00:00,FX:EURUSD,1.13174,1.1328,1.13168,1.13241,3064.0
2022-01-19 01:00:00,FX:EURUSD,1.13241,1.1327099999999999,1.13195,1.13269,1556.0
2022-01-19 02:00:00,FX:EURUSD,1.13269,1.13306,1.13249,1.13287,1636.0
2022-01-19 03:00:00,FX:EURUSD,1.13287,1.13297,1.13198,1.13291,4860.0
